Title,Brand,Price,Condition,Retail_Price,Volume,Exterior_Color,Exterior_Material,Interior_Color,Interior_Material,Accessories,Ac_Count
Louis Vuitton Pochette Accessoires Damier Mini,Louis Vuitton,700.0,Great,,36.0,Brown,Canvas Coated,Red,Fabric,['No accessories'],0.0
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,,,,,,,,,,,
Louis Vuitton Locky Handbag Monogram Canvas with Leather BB,Louis Vuitton,2225.0,Great,,144.0,"Brown, Pink","Canvas (Coated), Leather",Pink,Microfiber,"['Box', 'Dust bag', 'Detachable Strap']",3.0
Chanel Boy Flap Bag Cube Embossed Lambskin Old Medium,,,,,,,,,,,
Gucci GG Marmont Belt Bag Matelasse Leather,,,,,,,,,,,
Chanel Mademoiselle Lock Accordion Flap Bag Quilted Lambskin Medium,Chanel,1290.0,Very Good,4200.0,180.0,Neutral,Leather,Neutral,Leather,['No accessories'],0.0
Celine Luggage Bag Smooth Leather Micro,,,,,,,,,,,
Chanel Vintage Chocolate Bar Mademoiselle Chain Flap Bag Quilted Leather Medium,Chanel,1905.0,Very Good,,175.0,Black,Leather,Black,Leather,"['Dust bag', 'Authenticity card']",2.0
Louis Vuitton Hina Handbag Mahina Leather PM,Louis Vuitton,3445.0,Excellent,,396.0,Pink,Leather,Pink,Microfiber,"['Clochette', 'Pochette', 'Detachable Strap']",3.0
Louis Vuitton Pochette Accessoires Epi Leather,Louis Vuitton,450.0,Good,550.0,23.75,Black,Leather,Gray,Microfiber,['Detachable Strap'],1.0
Louis Vuitton Keepall Bandouliere Bag Macassar Monogram Canvas 55,Louis Vuitton,2060.0,Great,,2640.0,Brown,Canvas (Coated),Red,Fabric,"['Keys', 'Lock', 'Luggage Tag', 'Poignet', 'Detachable Strap']",5.0
Saint Laurent Lou Belt Bag Leather,Saint Laurent,820.0,Good,,48.0,Pink,Leather,Black,Fabric,"['Tassel', 'Detachable Strap']",2.0
Chanel Chain Me Tote Quilted Calfskin Medium,Chanel,2240.0,Very Good,2800.0,731.25,Black,Leather,Black,Fabric,['No accessories'],0.0
Louis Vuitton S Lock Belt Pouch Monogram Canvas,,,,,,,,,,,
Chanel Carry Around Bowling Bag Quilted Caviar Small,Chanel,2915.0,Good,3600.0,216.0,Pink,Leather,Pink,Fabric,['No accessories'],0.0
Chanel Shopping Tote Chevron Canvas Patchwork Large,Chanel,2055.0,Very Good,3400.0,968.75,Blue,Canvas (Plain),Black,Fabric,['Authenticity card'],1.0
Prada Bauletto Bag Saffiano Leather Small,Prada,370.0,Good,1195.0,150.0,Red,Leather,Black,Fabric,"['Clochette', 'Keys', 'Lock']",3.0
Louis Vuitton Noe Handbag Epi Leather Large,Louis Vuitton,510.0,Great,1680.0,1023.75,Red,Leather,Red,Microfiber,['No accessories'],0.0
Chanel Gabrielle Hobo Quilted Tweed and Calfskin Medium,Chanel,3410.0,Great,4500.0,357.0,Black,"Leather, Tweed",Neutral,Fabric,['Authenticity card'],1.0
Bottega Veneta Roma Bag Intrecciato Nappa Medium,,,,,,,,,,,
Chloe Marcie Zip Crossbody Bag Leather Medium,Chloe,600.0,Fair,1295.0,414.0,Pink,Leather,Green,Fabric,['Dust bag'],1.0
Gucci Jackie Soft Tote Leather Small,,,,,,,,,,,
Celine Solo Clutch Striped Canvas and Leather Small,Celine,275.0,Good,445.0,35.0,Multicolor,"Canvas Plain, Leather",Black,Leather,['Dust bag'],1.0
Chanel Tweed On Stitch Camera Case Bag Quilted Nylon Small,,,,,,,,,,,
Louis Vuitton Speedy Cube Bag Damier Optic Mesh TPM,,,,,,,,,,,
Bottega Veneta Zip Hobo Intrecciato Nappa Small,,,,,,,,,,,
Chanel Vintage Diamond CC Camera Bag Quilted Leather Small,Chanel,2005.0,Very Good,2200.0,105.0,Black,Leather,Black,Leather,['No accessories'],0.0
Prada Promenade Bag Saffiano Leather Medium,,,,,,,,,,,
Gucci Vintage Convertible Bamboo Top Handle Bag Leather Medium,Gucci,675.0,Fair,,273.0,Black,Leather,Red,Leather,['Detachable Strap'],1.0
Burberry Belt Detail Tote Printed Nylon Large,Burberry,590.0,Excellent,960.0,1901.25,Green,Nylon,Black,Nylon,['Dust bag'],1.0
Balenciaga Shopping Tote Leather Medium,,,,,,,,,,,
Louis Vuitton Lockme Backpack Floral Printed Leather Mini,Louis Vuitton,1925.0,Great,2790.0,168.0,"Black, Print",Leather,Black,Microfiber,['No accessories'],0.0
Fendi Bow Peekaboo Bag Whipstitch Leather Regular,Fendi,1770.0,Very Good,5100.0,526.5,White,Leather,White,"Leather, Microfiber",['Detachable Strap'],1.0
Fendi Monster Backpack Nylon with Leather Large,Fendi,1095.0,Excellent,1980.0,1170.0,Blue,"Leather, Nylon",Black,Nylon,['Dust bag'],1.0
Saint Laurent Sac de Jour NM Bag Leather Small,Saint Laurent,1405.0,Very Good,2890.0,750.0,Red,Leather,"Black, Red","Fabric, Leather","['Clochette', 'Keys', 'Lock', 'Pochette', 'Detachable Strap']",5.0
Fendi DotCom Convertible Satchel Whipstitch Leather Medium,Fendi,890.0,Very Good,2900.0,486.0,Black,Leather,Gray,Microfiber,"['Pochette', 'Detachable Strap']",2.0
Balenciaga Bazar Convertible Tote Striped Leather XS,Balenciaga,570.0,Great,1395.0,323.0,"Black, Blue, Gray",Leather,Black,Fabric,['Dust bag'],1.0
Gucci Ophidia Belt Bag GG Coated Canvas Mini,,,,,,,,,,,
Gucci Croisette Evening Bag Leather,Gucci,350.0,Very Good,770.0,115.5,Neutral,Leather,Black,Fabric,['Detachable Strap'],1.0
Celine Horizontal Cabas Tote Metallic Leather Large,Celine,465.0,Good,1300.0,1674.0,"Metallic, Silver",Leather,Black,Suede,['No accessories'],0.0
Chanel Mademoiselle Vintage Flap Bag Quilted Sheepskin Small,Chanel,4175.0,Excellent,,90.0,Red,Leather,Red,Fabric,['Dust bag'],1.0
Christian Dior Book Tote Oblique Canvas Small,Christian Dior,2795.0,Very Good,,1001.0,Red,Canvas Plain,Red,Canvas Plain,['Dust bag'],1.0
Gucci New Britt Hobo GG Canvas Medium,Gucci,605.0,Good,725.0,154.0,Neutral,Canvas (Plain),Brown,Fabric,['Dust bag'],1.0
Celine Tricolor Luggage Bag Leather Nano,Celine,1770.0,Very Good,2900.0,256.0,"Black, Brown, Neutral, Multicolor",Leather,Black,Leather,"['Dust bag', 'Detachable Strap']",2.0
Chanel Asymmetric Clutch Quilt Lambskin,Chanel,1120.0,Very Good,,192.0,"Black, White, Multicolor",Leather,Black,Satin,"['Dust bag', 'Authenticity card']",2.0
Gucci GG Marmont Shoulder Bag Matelasse Leather Small,Gucci,1545.0,Excellent,,154.375,Black,Leather,Neutral,Microfiber,['Dust bag'],1.0
Gucci Padlock Shoulder Bag Guccissima Leather Small,Gucci,1155.0,Very Good,1950.0,120.0,Pink,Leather,Neutral,Microfiber,"['Clochette', 'Keys']",2.0
Saint Laurent LouLou Shoulder Bag Matelasse Chevron Leather Medium,Saint Laurent,2190.0,Great,,414.0,Pink,Leather,Black,Fabric,['Dust bag'],1.0
Chanel Deauville Tote Denim Medium,Chanel,3440.0,Very Good,,990.0,Blue,Denim,Blue,Fabric,"['Authenticity card', 'Dust bag']",2.0
Chanel Chocolate Bar Mademoiselle Flap Bag Quilted Wool Jumbo,Chanel,1305.0,Very Good,,324.0,Black,Wool,Neutral,Fabric,['No accessories'],0.0
Chanel Coco Flap Bag Fringe Chevron Denim Small,Chanel,3465.0,Excellent,,140.0,Yellow,Denim,Yellow,Denim,"['Box', 'Dust bag', 'Authenticity card']",3.0
Chanel Coco Boy Flap Bag Quilted Aged Calfskin Small,,,,,,,,,,,
Chanel Classic Double Flap Bag Quilted Caviar Jumbo,Chanel,8450.0,Great,,322.0,Red,Leather,Red,Leather,"['Dust bag', 'Authenticity card']",2.0
Louis Vuitton Hina Handbag Mahina Leather PM,Louis Vuitton,3830.0,Very Good,,360.0,Pink,Leather,Pink,Microfiber,"['Clochette', 'Pochette', 'Dust bag', 'Detachable Strap']",4.0
Louis Vuitton Cluny Top Handle Bag Monogram Canvas MM,,,,,,,,,,,
Louis Vuitton Braided Handle Beaubourg Handbag Monogram Canvas MM,Louis Vuitton,3205.0,Great,,769.5,Brown,Canvas Coated,Yellow,Microfiber,"['Charms', 'Extra Strap', 'Luggage Tag', 'Detachable Strap']",4.0
Louis Vuitton Popincourt NM Handbag Monogram Canvas MM,,,,,,,,,,,
Hermes Evelyne Bag Gen I Ardennes GM,,,,,,,,,,,
Louis Vuitton Pochette Accessoires Monogram Canvas,Louis Vuitton,825.0,Good,,60.0,Brown,Canvas (Coated),Brown,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Louis Vuitton Alma Handbag Epi Leather PM,,,,,,,,,,,
Hermes Birkin Handbag Bicolor Togo with Brushed Gold Hardware 30,Hermes,20675.0,Great,,648.0,Green,Leather,Yellow,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Box']",5.0
Chanel Vintage Patchwork Icons Chain Pochette Crochet Tweed,,,,,,,,,,,
Hermes Birkin Handbag Cobalt Togo with Palladium Hardware 25,Hermes,19280.0,Very Good,,400.0,Blue,Leather,Blue,Leather,"['Clochette', 'Keys', 'Lock']",3.0
Chanel Boy Flap Bag Shearling with Leather Old Medium,,,,,,,,,,,
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Medium,Chanel,4145.0,Fair,6800.0,195.0,Black,Leather,Red,Leather,['Authenticity card'],1.0
Louis Vuitton Neverfull Tote Epi Leather MM,Louis Vuitton,1720.0,Very Good,2260.0,825.0,Black,Leather,Black,Microfiber,['Pochette missing'],1.0
Balenciaga City Classic Metallic Edge Bag Leather Small,Balenciaga,1490.0,Great,2125.0,301.875,Brown,Leather,Black,Fabric,"['Mirror', 'Dust bag', 'Detachable Strap']",3.0
Chanel Ultimate Stitch Flap Bag Quilted Lambskin East West,,,,,,,,,,,
Gucci GG Marmont Shoulder Bag Matelasse Leather Small,,,,,,,,,,,
Louis Vuitton Pochette Marly Bandouliere Bag Monogram Canvas,,,,,,,,,,,
Gucci Dionysus Bag GG Tweed Small,Gucci,2780.0,Excellent,,178.75,"Black, Print, Red",Tweed,Neutral,Microfiber,['Dust bag'],1.0
Louis Vuitton Pochette Metis Monogram Empreinte Leather,Louis Vuitton,2540.0,Very Good,,178.125,Pink,Leather,Pink,Fabric,['Detachable Strap'],1.0
Prada Canapa Convertible Tote Canvas Mini,Prada,690.0,Good,950.0,462.0,Pink,Canvas (Plain),Pink,Canvas Interior,['Detachable Strap'],1.0
Christian Dior Convertible Clutch Oblique Canvas,Christian Dior,1930.0,Great,,156.75,Blue,Canvas Plain,Blue,Canvas Plain,"['Dust bag', 'Detachable Strap missing']",2.0
Prada Double Zip Lux Tote Saffiano Leather Small,,,,,,,,,,,
Louis Vuitton Vintage Alma Handbag Epi Leather PM,Louis Vuitton,770.0,Very Good,2120.0,741.0,Black,Leather,Gray,Microfiber,"['Keys missing', 'Lock missing']",2.0
Louis Vuitton Moon Backpack Monogram Canvas,Louis Vuitton,3190.0,Great,,495.0,Brown,Canvas Coated,Black,Microfiber,"['Clochette', 'Keys', 'Lock']",3.0
Chanel Vintage CC Tote Quilted Nylon Medium,Chanel,1515.0,Very Good,,780.0,Black,Nylon,Black,Fabric,['No accessories'],0.0
Gucci Vintage Convertible Bamboo Box Crossbody Bag Leather Small,Gucci,845.0,Good,,252.0,Brown,Leather,Brown,Leather,['Detachable Strap'],1.0
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,3145.0,Excellent,,90.0,Brown,Canvas Coated,"Brown, Neutral","Fabric, Leather","['Extra Bag', 'Extra Strap', 'Pochette', 'Box', 'Dust bag', 'Detachable Strap']",6.0
Prada Front Pocket Camera Bag Tessuto Medium,Prada,665.0,Great,,127.5,Blue,Nylon,Black,Fabric,['Dust bag'],1.0
Christian Dior Dior x Rimowa Personal Clutch Aluminum,Christian Dior,2605.0,Excellent,,80.0,Silver,"Leather, Metal",Neutral,Leather,"['Box', 'Dust bag', 'Detachable Strap']",3.0
Gucci Zip Messenger Bag GG Coated Canvas Small,,,,,,,,,,,
Chanel Wallet on Chain Quilted Patent,,,,,,,,,,,
Gucci GG Marmont Shoulder Bag Matelasse Leather Mini,,,,,,,,,,,
Louis Vuitton Pochette Accessoires Damier Mini,Louis Vuitton,655.0,Excellent,,36.0,Brown,Canvas Coated,Red,Fabric,['Box'],1.0
Hermes Kelly Ado Backpack Gulliver 20,,,,,,,,,,,
Chloe Darla Satchel Leather Medium,,,,,,,,,,,
Louis Vuitton Speedy Bandouliere Bag Monogram Canvas Nano,Louis Vuitton,2055.0,Excellent,,96.0,Brown,Canvas (Coated),Brown,Fabric,['Dust bag'],1.0
Saint Laurent Bold Tote Leather Toy,Saint Laurent,860.0,Great,995.0,330.0,Black,Leather,Black,Raw Leather,"['Clochette', 'Detachable Strap']",2.0
Gucci Vintage Convertible Bamboo Top Handle Bag Leather Small,,,,,,,,,,,
Chanel Vintage Diamond CC Camera Bag Quilted Leather Medium,Chanel,2150.0,Very Good,,108.0,Black,Leather,Black,Leather,['Authenticity card'],1.0
Louis Vuitton Speedy Handbag Epi Leather 25,Louis Vuitton,690.0,Very Good,1250.0,528.0,Yellow,Leather,Yellow,Raw Leather,"['Keys missing', 'Lock missing']",2.0
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant GM,,,,,,,,,,,
Chanel Frame in Chain Flap Bag Quilted Calfskin Small,Chanel,2760.0,Great,3000.0,153.0,Black,Leather,Black,Fabric,['Dust bag'],1.0
Christian Dior Diorever Handbag Leather Medium,Christian Dior,1240.0,Great,3700.0,537.625,White,Leather,White,Leather,['Detachable Strap'],1.0
Louis Vuitton Delightful NM Handbag Damier PM,Louis Vuitton,1470.0,Very Good,,715.0,Brown,Canvas (Coated),Red,Fabric,['Charms'],1.0
Christian Dior Vintage Lady Dior Bag Cannage Quilt Lambskin Medium,,,,,,,,,,,
Chanel Front Chain Flap Bag Quilted Calfskin with Patchwork Python Medium,Chanel,3525.0,Very Good,4000.0,187.5,"Brown, Multi Color","Leather, Python, Exotic",Brown,Leather,"['Authenticity card', 'Dust bag']",2.0
Gucci Sylvie Shoulder Bag Leather Small,,,,,,,,,,,
Celine Tricolor Luggage Bag Leather Micro,Celine,2090.0,Excellent,3300.0,500.0,"Black, Blue, Neutral, Multicolor",Grainy Leather,Black,Leather,['Dust bag'],1.0
Louis Vuitton Neverfull Tote Damier MM,Louis Vuitton,1380.0,Very Good,,825.0,Brown,Canvas (Coated),Red,Fabric,['No accessories'],0.0
Louis Vuitton Rosewood Avenue Handbag Monogram Vernis,,,,,,,,,,,
Celine Trapeze Bag Canvas with Leather Small,Celine,895.0,Very Good,2050.0,472.5,"Black, Neutral, Multicolor","Canvas (Plain), Leather",Black,Leather,"['Dust bag', 'Detachable Strap']",2.0
Louis Vuitton Alma Handbag Electric Epi Leather GM,,,,,,,,,,,
Gucci Ophidia Bucket Bag Suede Small,Gucci,1235.0,Excellent,1980.0,320.0,Black,Suede,Neutral,Microfiber,['Detachable Strap'],1.0
Christian Dior J'adior Adjustable Strap Flap Bag Leather Small,Christian Dior,1575.0,Excellent,3100.0,93.5,Pink,Leather,Pink,Suede,['Detachable Strap'],1.0
Gucci Jackie Soft Tote Python Large,Gucci,1540.0,Very Good,3990.0,1224.0,Red,Python,Neutral,Suede,['Dust bag'],1.0
Balenciaga Logo Ville Camera Bag Leather XS,,,,,,,,,,,
Gucci Swing Tote Leather Small,,,,,,,,,,,
Louis Vuitton Spontini Handbag Monogram Canvas,Louis Vuitton,995.0,Very Good,1150.0,192.0,Brown,Canvas (Coated),Neutral,Leather,['Detachable Strap'],1.0
Gucci Bee Envelope Portfolio Printed Leather,Gucci,530.0,Very Good,1490.0,73.5,Black,Leather,Black,Microfiber,['No accessories'],0.0
Hermes Kelly Amazone Handbag Sanguine Clemence with Palladium Hardware 32,,,,,,,,,,,
Gucci Swing Tote Leather Small,Gucci,495.0,Great,1100.0,567.0,Red,Leather,Neutral,Fabric,['Luggage Tag missing'],1.0
Christian Dior New Lock Flap Bag Cannage Quilt Patent Medium,Christian Dior,910.0,Great,2400.0,378.0,Black,Patent Leather,Black,Fabric,['Clochette'],1.0
Louis Vuitton Palm Springs Backpack Reverse Monogram Canvas PM,Louis Vuitton,2010.0,Great,2300.0,384.0,Brown,Canvas (Coated),Black,Fabric,['No accessories'],0.0
Miu Miu Biker Shoulder Bag Matelasse Denim Medium,,,,,,,,,,,
Fendi Logo Pouch Leather Medium,Fendi,495.0,Great,750.0,46.0,Black,Leather,Black,Fabric,['No accessories'],0.0
Fendi Swirl Kan I Bag Leather Medium,Fendi,1165.0,Very Good,3550.0,337.5,Neutral,Leather,Gray,Microfiber,"['Dust bag', 'Detachable Strap']",2.0
Louis Vuitton Vintage Montaigne Clutch Epi Leather,Louis Vuitton,400.0,Good,,105.0,Black,Leather,Black,Leather,['No accessories'],0.0
Gucci Ophidia Dome Shoulder Bag Suede Small,,,,,,,,,,,
Chanel Feather Weight Bowling Bag Quilted Lambskin Medium,,,,,,,,,,,
Bottega Veneta Cabat Tote Intrecciato Nappa Small,,,,,,,,,,,
Gucci Soho Drawstring Backpack Leather Large,Gucci,1095.0,Very Good,2600.0,1890.0,Black,Leather,Neutral,Fabric,['No accessories'],0.0
Chanel Deauville Pouch Denim Large,Chanel,875.0,Excellent,1200.0,121.5,Blue,Denim,Orange,Nylon,"['Dust bag', 'Authenticity card']",2.0
Louis Vuitton Reporter Bag Monogram Canvas GM,Louis Vuitton,720.0,Very Good,1480.0,847.0,Brown,Canvas (Coated),Neutral,Canvas Interior,['Dust bag'],1.0
Saint Laurent Rider Sport iPad Pouch Leather Medium,Saint Laurent,475.0,Excellent,550.0,46.0,Black,Leather,Black,Fabric,"['Box', 'Dust bag']",2.0
Chanel Vintage Front Pocket Camera Bag Quilted Caviar Medium,,,,,,,,,,,
Fendi Chef Camera Bag Zucca Coated Canvas Mini,Fendi,655.0,Excellent,,96.0,Black,Canvas Plain,Brown,Fabric,['No accessories'],0.0
Valentino Chain Link Flap Shoulder Bag Leather Small,,,,,,,,,,,
Chanel Double Face Deauville Tote Fringe Quilted Canvas Medium,,,,,,,,,,,
Dolce & Gabbana Miss Sicily Bag Patent Medium,,,,,,,,,,,
Valentino Rolling Rockstud Tote Leather with Cabochons Small,Valentino,835.0,Very Good,2745.0,300.0,Blue,Leather,Blue,Suede,['Detachable Strap'],1.0
Gucci Soho Boston Bag Leather,,,,,,,,,,,
Chanel Sporty Shopping Tote Printed Neoprene with Mesh Large,Chanel,670.0,Excellent,2700.0,1336.5,"Blue, Print, Yellow","Textile, Mesh, Neoprene",Blue,Vinyl,['No accessories'],0.0
Chanel Sporty Shopping Tote Printed Neoprene with Mesh Large,Chanel,670.0,Excellent,2700.0,1336.5,"Blue, Print, Yellow","Textile, Mesh, Neoprene",Blue,Vinyl,['No accessories'],0.0
Gucci GG Marmont Flap Bag Matelasse Velvet Medium,,,,,,,,,,,
Louis Vuitton Pochette Accessoires Monogram Canvas,,,,,,,,,,,
Chanel Business Affinity Flap Bag Quilted Caviar Mini,Chanel,4240.0,Very Good,,165.75,Black,Leather,Red,Fabric,['Authenticity card'],1.0
Gucci Petite GG Marmont Chain Wallet Leather Mini,Gucci,1085.0,Great,,60.0,Red,Leather,Black,"Fabric, Leather","['Dust bag', 'Box', 'Detachable Strap']",3.0
Chanel Classic Double Flap Bag Hand Painted Lambskin Medium,Chanel,6945.0,Great,8000.0,150.0,"Black, Gold, Metallic, Print",Leather,Green,Leather,['Dust bag'],1.0
Saint Laurent Vinyle Round Camera Bag Matelasse Chevron Leather,,,,,,,,,,,
Chanel Vintage Classic Double Flap Bag Chevron Lambskin Medium,Chanel,6070.0,Good,6800.0,150.0,Black,Leather,Red,Leather,['Authenticity card'],1.0
Fendi Baguette NM Bag Zucca Embossed Velvet Mini,Fendi,3090.0,Excellent,,42.0,Green,Velvet,Gray,Fabric,"['Box', 'Dust bag', 'Detachable Strap']",3.0
Louis Vuitton Pochette Metis Monogram Canvas,Louis Vuitton,2415.0,Very Good,,200.0,Brown,Canvas (Coated),Brown,Microfiber,"['Dust bag', 'Detachable Strap']",2.0
Prada Open Tote Tessuto Large,Prada,455.0,Good,,607.5,Black,Nylon,Black,Fabric,['No accessories'],0.0
Gucci Swing Tote Leather Mini,,,,,,,,,,,
Saint Laurent Lou Belt Bag Matelasse Chevron Leather,,,,,,,,,,,
Gucci Vintage Flap Backpack GG Canvas Small,,,,,,,,,,,
Hermes Kelly Handbag Menthe Clemence with Gold Hardware 28,,,,,,,,,,,
Hermes Birkin Handbag Rose Pourpre Epsom with Palladium Hardware 30,,,,,,,,,,,
Louis Vuitton Double Zip Pochette Limited Edition Colored Monogram Giant,,,,,,,,,,,
Gucci Broadway Pearly Bee Shoulder Bag Embellished Leather Mini,,,,,,,,,,,
Chanel Reissue 2.55 Flap Bag Quilted Aged Calfskin 227,,,,,,,,,,,
Chanel Easy Carry Flap Bag Quilted Lambskin Medium,,,,,,,,,,,
Prada Hobo Tessuto Mini,Prada,785.0,Great,,85.0,Black,Nylon,Black,Fabric,['No accessories'],0.0
Chanel Reverso Boy Flap Bag Glazed Calfskin New Medium,,,,,,,,,,,
Burberry Canterbury Tote House Check Canvas Small,Burberry,855.0,Very Good,950.0,862.5,"Brown, Print",Canvas (Plain),Black,Fabric,['Dust bag'],1.0
Louis Vuitton Keepall Bandouliere Bag Limited Edition Crafty Monogram Giant 45,,,,,,,,,,,
Gucci Vintage Bardot Hobo GG Canvas Small,Gucci,605.0,Great,790.0,180.0,Black,Canvas Plain,Black,Fabric,['Dust bag'],1.0
Chanel Deauville Tote Canvas Small,,,,,,,,,,,
Valentino Rockstud Camera Crossbody Bag Leather,Valentino,765.0,Great,1395.0,105.0,Neutral,Leather,Neutral,Fabric,['No accessories'],0.0
Gucci Jolicoeur Tote GG Canvas Medium,,,,,,,,,,,
Celine Classic Box Bag Smooth Leather Small,Celine,3580.0,Great,,126.0,Blue,Smooth Leather,Blue,Leather,"['Dust bag', 'Detachable Strap']",2.0
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,4930.0,Very Good,6200.0,135.0,Black,Leather,Red,Leather,['No accessories'],0.0
Louis Vuitton Tricolor Capucines Leather PM,,,,,,,,,,,
Chanel Rock and Chain Flap Bag Patent Vinyl Medium,Chanel,1985.0,Great,,186.875,Black,Patent Vinyl,Neutral,Satin,['Dust bag'],1.0
Saint Laurent Moujik Top Handle Bag Leather Medium,Saint Laurent,1270.0,Good,2490.0,594.0,Black,Leather,Black,Fabric,"['Clochette', 'Keys', 'Lock', 'Detachable Strap']",4.0
Gucci Hasler Hobo GG Canvas,Gucci,685.0,Very Good,820.0,136.5,Brown,Canvas Plain,Brown,Fabric,['Dust bag'],1.0
Celine Trotteur Crossbody Bag Grainy Leather Small,Celine,1615.0,Very Good,1950.0,91.0,Blue,Grainy Leather,Blue,Leather,['Dust bag'],1.0
Fendi Runaway Bag Leather Regular,,,,,,,,,,,
Prada Front Pocket Convertible Tote Vitello Daino Small,Prada,775.0,Excellent,,684.0,Black,Leather,Black,Fabric,"['Luggage Tag missing', 'Detachable Strap']",2.0
Gucci Camera Shoulder Bag GG Coated Canvas Mini,Gucci,910.0,Great,,82.5,Brown,Canvas Coated,Neutral,Microfiber,['No accessories'],0.0
Chanel Gabrielle Hobo Quilted Aged Calfskin Small,Chanel,4130.0,Very Good,4400.0,144.0,Neutral,Leather,Pink,Fabric,['No accessories'],0.0
Celine Luggage Bag Grainy Leather Micro,,,,,,,,,,,
Chanel Vintage Diamond CC Camera Bag Quilted Leather Medium,Chanel,2680.0,Good,,102.0,Black,Leather,Black,Leather,"['Dust bag', 'Authenticity card']",2.0
Louis Vuitton Vintage Alma Handbag Epi Leather PM,Louis Vuitton,575.0,Good,2120.0,741.0,Green,Leather,Green,Microfiber,"['Keys missing', 'Lock missing']",2.0
Fendi 2Jours Bag Leather Petite,,,,,,,,,,,
Louis Vuitton Horizon Luggage Monogram Canvas 50,,,,,,,,,,,
Louis Vuitton Steamer Backpack Monogram Eclipse Canvas,,,,,,,,,,,
Saint Laurent Sunset Chain Wallet Crocodile Embossed Leather,Saint Laurent,1810.0,Very Good,,97.5,Blue,Leather,Blue,Leather,['No accessories'],0.0
Louis Vuitton Cheche Bohemian Handbag Monogram Jacquard,Louis Vuitton,1875.0,Fair,2430.0,2131.5,Neutral,Jacquard,Pink,Fabric,['Luggage Tag'],1.0
Saint Laurent Lou Camera Bag Matelasse Chevron Leather Small,,,,,,,,,,,
Gucci Dionysus Hobo Leather Small,,,,,,,,,,,
Louis Vuitton Eva Crossbody Damier,Louis Vuitton,1100.0,Good,,71.25,Brown,Canvas (Coated),Red,Fabric,['Detachable Strap'],1.0
Hermes Jypsiere Bag Clemence 28,Hermes,5505.0,Great,8500.0,446.25,Purple,Leather,Purple,Leather,['Detachable Strap'],1.0
Chanel 31 Shopping Bag Quilted Calfskin Large,Chanel,3880.0,Very Good,4400.0,585.0,Black,Leather,Black,Fabric,"['Dust bag', 'Authenticity card']",2.0
Chanel Gabrielle Tote Chevron Leather Medium,Chanel,1820.0,Very Good,3600.0,540.0,Black,Leather,Neutral,Fabric,['Authenticity card'],1.0
Louis Vuitton Pallas Tote Monogram Canvas,,,,,,,,,,,
Christian Dior Lady Dior Bag Printed Cannage Quilt Canvas Medium,,,,,,,,,,,
Chanel Boy Flap Bag Perforated Chevron Lambskin Old Medium,,,,,,,,,,,
Saint Laurent Classic Monogram Wallet on Chain Matelasse Chevron Leather Medium,Saint Laurent,1575.0,Good,,54.0,Black,Leather,Black,Leather,"['Box', 'Dust bag', 'Detachable Strap']",3.0
Saint Laurent Classic Baby Duffle Bag Studded Leather,Saint Laurent,790.0,Very Good,1990.0,216.0,Black,Leather,Black,Suede,"['Dust bag', 'Detachable Strap']",2.0
Chanel Doudoune Backpack Embossed Nylon Large,,,,,,,,,,,
Louis Vuitton Rosewood Avenue Handbag Monogram Vernis,Louis Vuitton,610.0,Great,1100.0,546.0,Red,Patent Leather,Brown,Fabric,['Dust bag'],1.0
Louis Vuitton Soft Trunk Backpack Monogram Canvas PM,Louis Vuitton,4160.0,Good,4900.0,825.0,Brown,Canvas Coated,Brown,Fabric,['Dust bag'],1.0
Christian Dior Book Tote Oblique Canvas Small,Christian Dior,2540.0,Very Good,,1029.0,Red,Canvas Plain,Red,Canvas Plain,['No accessories'],0.0
Hermes Birkin Handbag Etrusque Fjord with Gold Hardware 40,Hermes,10720.0,Great,,1488.0,Brown,Leather,Brown,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']",4.0
Hermes Birkin Handbag Argile Swift with Palladium Hardware 35,Hermes,9400.0,Fair,,992.25,Neutral,Leather,Neutral,Leather,"['Clochette', 'Keys', 'Lock missing']",3.0
Louis Vuitton Petite Malle Handbag Limited Edition Malletage Epi Leather,,,,,,,,,,,
Balenciaga Papier A4 Classic Studs Bag Leather Mini,,,,,,,,,,,
Balenciaga Navy Duffle Bag Canvas,Balenciaga,745.0,Very Good,900.0,1377.0,Neutral,Canvas Plain,Black,Fabric,['No accessories'],0.0
Chanel Sport Line Duffle Bag Canvas Large,Chanel,945.0,Very Good,2435.0,1130.5,Black,"Canvas (Plain), Nylon",Black,Nylon,['Authenticity card'],1.0
Gucci Joy Boston Bag GG Coated Canvas Medium,Gucci,590.0,Good,995.0,1062.5,Neutral,Canvas (Coated),Brown,Fabric,['No accessories'],0.0
Chloe Faye Shoulder Bag Studded Leather and Suede Small,Chloe,770.0,Very Good,1790.0,81.0,Neutral,"Leather, Suede",Neutral,Suede,['No accessories'],0.0
