Title,Brand,Price,Condition,Retail_Price,Volume,Exterior Color,Exterior Material,Interior Color,Interior Material,Accessories
Prada Convertible Shopping Tote Vitello Grain Large,Prada,1075.0,Good,1900.0,882.0,Black,Leather,Black,Fabric,"['Luggage Tag', 'Dust bag', 'Detachable Strap']"
Hermes Birkin Handbag Orange H Epsom with Gold Hardware 30,Hermes,17395.0,Very Good,,648.0,Orange,Leather,Orange,Leather,"['Clochette', 'Keys', 'Lock']"
Saint Laurent Classic Monogram Blogger Crossbody Bag Leather Small,Saint Laurent,1170.0,Great,,49.5,Gray,Leather,Black,Leather,['No accessories']
Hermes Birkin Handbag Orange H Clemence with Gold Hardware 30,Hermes,12710.0,Good,,655.5,Orange,Leather,Orange,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']"
Gucci GG Marmont Flap Bag Matelasse Velvet Small,Gucci,1805.0,Very Good,,195.0,Pink,Velvet,Blue,Satin,['Dust bag']
Prada Double Zip Crossbody Bag Tessuto Small,Prada,695.0,Great,1395.0,66.5,Black,Nylon,Black,Fabric,"['Dust bag', 'Detachable Strap']"
Gucci Totem Top Handle Bag Leather Large,Gucci,1815.0,Great,3490.0,976.5,Brown,Leather,Neutral,Microfiber,['Detachable Strap']
Gucci Vintage Web Camera Bag GG Coated Canvas Small,Gucci,1145.0,Great,,80.0,Brown,Canvas Coated,Brown,Fabric,['No accessories']
Chanel O Case Clutch Quilted Iridescent Lambskin Medium,Chanel,1295.0,Great,1425.0,44.0,Neutral,Leather,Neutral,Fabric,['No accessories']
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant GM,Louis Vuitton,3935.0,Great,,1340.625,Brown,Canvas (Coated),Red,Fabric,['Dust bag']
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2990.0,Great,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Detachable Strap']"
Chanel Vintage Logo Tote Suede Medium,Chanel,485.0,Fair,,569.25,Brown,Suede,Brown,Satin,['No accessories']
Chanel Camera Case Bag Quilted Lambskin Medium,Chanel,2715.0,Very Good,,231.0,Blue,Leather,Blue,Leather,"['Dust bag', 'Authenticity card']"
Chanel Boy Flap Bag Chevron Calfskin Small,Chanel,4315.0,Very Good,4600.0,120.0,Red,Leather,Red,Fabric,['Dust bag']
Saint Laurent Love Heart Chain Bag Matelasse Chevron Leather Mini,Saint Laurent,1235.0,Great,,40.5,"Metallic, Pink",Leather,Black,Leather,['Dust bag']
Prada Logo Backpack Canvas,Prada,815.0,Excellent,,665.5,Brown,Canvas Plain,Brown,Canvas Interior,['Dust bag']
Saint Laurent Classic Monogram Tote Matelasse Chevron Leather Large,Saint Laurent,1730.0,Very Good,2550.0,546.75,Black,Leather,Black,Fabric,['No accessories']
Christian Dior Zip Around Backpack Oblique Canvas Medium,Christian Dior,1685.0,Great,,1012.0,"Blue, Neutral",Canvas Plain,Black,Fabric,['Dust bag']
Chanel Data Center Wallet on Chain Quilted Printed Lambskin,Chanel,1855.0,Very Good,2500.0,56.25,"Black, Print",Leather,Red,Fabric,['Authenticity card']
Louis Vuitton Neverfull Tote Damier PM,Louis Vuitton,970.0,Fair,,467.5,Brown,Canvas (Coated),Red,Fabric,['No accessories']
Prada Cuir Double Tote Saffiano Leather Small,Prada,1210.0,Great,2590.0,741.0,Pink,Leather,Pink,Leather,"['Luggage Tag', 'Poignet', 'Detachable Strap']"
Gucci Soho Convertible Shoulder Bag Leather Small,Gucci,870.0,Good,1870.0,450.0,Neutral,Leather,Neutral,Fabric,"['Tassel', 'Detachable Strap']"
Chanel Charm O Case Pouch Chevron Lambskin Large,Chanel,1195.0,Great,1450.0,64.125,Black,Leather,Red,Fabric,"['Dust bag', 'Authenticity card']"
Hermes Birkin Handbag Jaune D'Or Epsom with Palladium Hardware 35,Hermes,12215.0,Great,,980.0,Yellow,Leather,Yellow,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']"
Fendi Mia Tote Zucca Canvas Small,Fendi,675.0,Very Good,1000.0,425.0,Brown,Canvas (Plain),Brown,Fabric,['No accessories']
Gucci Swing Crossbody Bag Pebbled Leather Mini,Gucci,585.0,Great,980.0,286.875,Red,Leather,Neutral,Fabric,"['Luggage Tag', 'Detachable Strap']"
Gucci Logo Tote Rubber Large,,,,,,,,,,[]
Gucci Bamboo Daily Top Handle Bag Leather Medium,Gucci,710.0,Great,1950.0,617.5,Gray,Leather,"Neutral, Pink, Print",Fabric,['Detachable Strap']
Bottega Veneta Arco Bag Grainy Leather Medium,Bottega Veneta,1965.0,Excellent,2900.0,646.875,Neutral,Leather,Neutral,Suede,"['Poignet', 'Dust bag']"
Hermes Jypsiere Bag Clemence 34,Hermes,5085.0,Excellent,9750.0,810.0,Pink,Leather,Pink,Leather,['Dust bag']
Chanel Coco Neige Shopping Tote Quilted Shearling Large,Chanel,4215.0,Excellent,6100.0,1092.0,Neutral,Shearling,Black,Nylon,['Authenticity card']
Chanel,Chanel,2575.0,Great,3300.0,75.0,Black,Leather,Black,Fabric,"['Box missing', 'Dust bag', 'Authenticity card']"
Chanel Vintage Backpack Caviar Small,,,,,,,,,,[]
Louis Vuitton Petite Malle Handbag Epi Leather,Louis Vuitton,2635.0,Great,5200.0,67.5,"Black, Pink",Leather,Neutral,Leather,"['Dust bag', 'Detachable Strap']"
Chanel Hamptons Shopping Tote Quilted Calfskin Small,Chanel,1550.0,Good,2750.0,495.0,Neutral,Leather,Neutral,Fabric,['Authenticity card']
Gucci Soho Chain Zip Shoulder Bag Leather Small,Gucci,620.0,Fair,1350.0,231.0,Gold,Leather,Neutral,Fabric,['No accessories']
Balenciaga City Giant Studs Bag Leather Medium,,,,,,,,,,[]
Saint Laurent City Backpack Printed Canvas,Saint Laurent,640.0,Excellent,895.0,1080.0,"Black, Red",Canvas (Plain),Black,Fabric,['No accessories']
Christian Dior Diorissimo Tote Tweed with Crocodile Large,Christian Dior,2280.0,Great,6700.0,787.5,Brown,"Crocodile, Tweed, Exotic",Black,Leather,"['Pochette', 'Detachable Strap']"
Christian Dior Saddle Handbag Oblique Canvas Mini,Christian Dior,3240.0,Great,,90.0,Blue,Canvas (Plain),Neutral,Fabric,"['Box', 'Dust bag']"
Louis Vuitton Sologne Handbag Monogram Multicolor,Louis Vuitton,1835.0,Very Good,,210.0,"White, Multicolor",Canvas (Coated),Red,Microfiber,['No accessories']
Chanel Deauville Tote Raffia Small,Chanel,2750.0,Fair,,715.0,Pink,Raffia,Pink,Fabric,['No accessories']
Chanel Filigree Vanity Case Quilted Caviar with Striped Leather Small,Chanel,5315.0,Great,,90.0,White,Leather,Red,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']"
Chanel Vintage Tassel Shoulder Bag Quilted Leather Small,Chanel,1390.0,Good,,126.0,Black,Leather,Black,Leather,"['Dust bag', 'Authenticity card']"
Louis Vuitton Turenne Handbag Monogram Canvas PM,Louis Vuitton,1935.0,Very Good,,384.75,Brown,Canvas (Coated),Red,Fabric,"['Dust bag', 'Detachable Strap']"
Gucci Babouska Heart Chain Clutch Satin,Gucci,435.0,Great,750.0,51.0,Black,Satin,Black,Satin,['Dust bag']
Louis Vuitton Favorite Handbag Monogram Canvas MM,Louis Vuitton,1750.0,Great,,99.75,Brown,Canvas (Coated),Red,Fabric,"['Dust bag', 'Detachable Strap']"
Gucci Padlock Chain Tote GG Coated Canvas Small,Gucci,1495.0,Very Good,1590.0,280.0,Brown,"Canvas (Coated), Leather",Brown,Microfiber,"['Clochette', 'Keys', 'Dust bag']"
Chanel Urban Spirit Backpack Quilted Lambskin Large,Chanel,4670.0,Very Good,,660.0,Black,Leather,Black,Fabric,['Dust bag']
Chanel Vintage CC Flap Shoulder Bag Quilted Lambskin Small,Chanel,1615.0,Fair,2650.0,245.0,Black,Leather,Red,Leather,['Authenticity card']
Chanel Boy Flap Bag Braided Chevron Cording and Calfskin Old Medium,,,,,,,,,,[]
Chanel Boy Flap Bag Woven Calfskin Small,Chanel,4440.0,Very Good,,120.0,Green,Leather,Red,Fabric,['No accessories']
Saint Laurent Classic Monogram Wallet on Chain Matelasse Chevron Leather Medium,Saint Laurent,1715.0,Excellent,,70.125,Black,Leather,Black,Leather,['Detachable Strap']
Saint Laurent Kaia Shoulder Bag Leather Mini,Saint Laurent,1320.0,Very Good,,60.0,Neutral,Leather,Brown,Suede,"['Box', 'Dust bag']"
Gucci Ophidia Chain Wallet GG Coated Canvas,Gucci,1005.0,Great,,45.0,Brown,Canvas Coated,Brown,"Fabric, Leather","['Dust bag', 'Detachable Strap']"
Louis Vuitton Louise Shoulder Bag Epi Leather PM,Louis Vuitton,1770.0,Very Good,1960.0,84.0,Pink,Leather,Pink,"Microfiber, Leather",['Detachable Strap']
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,4965.0,Very Good,5800.0,162.0,Black,Leather,Red,Leather,['No accessories']
Chanel Reissue 2.55 Flap Bag Quilted Velvet 225,,,,,,,,,,[]
Balenciaga City Giant Studs Bag Leather Medium,Balenciaga,955.0,Great,2290.0,750.0,Pink,Leather,Black,Fabric,"['Mirror', 'Detachable Strap']"
Louis Vuitton Lockme Bucket Bag Flower Embellished Leather,Louis Vuitton,2680.0,Very Good,3050.0,660.0,Neutral,Leather,Neutral,Microfiber,"['Clochette', 'Keys missing']"
Louis Vuitton Nice Vanity Case Monogram Canvas BB,Louis Vuitton,1295.0,Great,,332.5,Brown,Canvas (Coated),Neutral,Leather,['No accessories']
Gucci Lady Web Boston Bag GG Canvas Medium,Gucci,1750.0,Great,2200.0,773.5,Brown,"Canvas (Plain), Leather",Neutral,Fabric,"['Dust bag', 'Detachable Strap']"
Fendi Vintage Zip Tote Zucca Canvas Medium,Fendi,620.0,Good,,1036.75,Brown,Canvas Plain,Red,Fabric,['Dust bag']
Hermes,Hermes,1770.0,Good,,242.0,Orange,Leather,Brown,Leather,['Dust bag']
Gucci Ophidia Chain Shoulder Bag Leather Small,Gucci,1575.0,Excellent,2250.0,210.0,Blue,Leather,Neutral,Microfiber,['No accessories']
Valentino Rockstud Spike Flap Bag Quilted Leather Medium,Valentino,1310.0,Very Good,2945.0,135.0,Black,Leather,Black,Suede,"['Extra Strap', 'Detachable Strap']"
Louis Vuitton Pochette Volga Limited Edition Monogram Prism PVC,Louis Vuitton,1785.0,Excellent,,72.0,Clear,Pvc,Clear,Pvc,['Detachable Strap']
Fendi Vintage FF Handle Tote Zucca Canvas Small,Fendi,745.0,Great,,540.0,Brown,Canvas Plain,Brown,Fabric,['No accessories']
Hermes Constance Bag Evercolor 24,Hermes,12255.0,Excellent,,216.0,Neutral,Leather,Neutral,Leather,"['Box', 'Dust bag']"
Chanel Vintage Square CC Flap Bag Quilted Lambskin Medium,Chanel,2655.0,Good,,282.625,Black,Leather,Red,Leather,['No accessories']
Bvlgari Serpenti Forever Square Shoulder Bag Quilted Leather Small,Bvlgari,1400.0,Great,2350.0,104.0,Gold,Leather,Black,Leather,['Mirror']
Louis Vuitton Speedy Handbag Epi Leather 30,Louis Vuitton,720.0,Very Good,1330.0,528.0,Black,Leather,Black,Raw Leather,"['Keys missing', 'Lock missing']"
Valentino Rockstud Spike Flap Bag Quilted Leather Mini,Valentino,1070.0,Great,1995.0,58.5,Pink,Leather,Black,Leather,['Detachable Strap']
Gucci Flap Messenger GG Coated Canvas Small,Gucci,575.0,Great,950.0,171.0,Brown,Canvas (Coated),Brown,Fabric,['No accessories']
Balenciaga Everyday Crossbody Bag Leather XS,Balenciaga,790.0,Excellent,1180.0,67.5,Black,Leather,Black,Leather,['Dust bag']
Balenciaga City Classic Studs Bag Leather Medium,,,,,,,,,,[]
Louis Vuitton Montaigne Handbag Monogram Canvas BB,Louis Vuitton,2390.0,Great,,368.0,Brown,Canvas (Coated),Red,"Canvas Coated, Microfiber","['Clochette', 'Keys', 'Lock', 'Box', 'Dust bag', 'Detachable Strap']"
Louis Vuitton Pochette Plate Perforated Monogram Canvas PM,Louis Vuitton,435.0,Excellent,,29.25,Brown,Canvas Coated,Purple,Microfiber,"['Box', 'Dust bag']"
Christian Dior Vintage Lady Dior Bag Cannage Quilt Lambskin Large,Christian Dior,1475.0,Fair,,593.75,Black,Leather,Red,Fabric,"['Dust bag', 'Detachable Strap missing']"
Hermes HAC Birkin Bag Rouge H Chamonix with Palladium Hardware 32,Hermes,8080.0,Very Good,,787.5,Red,Leather,Red,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']"
Louis Vuitton Twist Handbag Teddy Fleece with Epi Leather MM,Louis Vuitton,3975.0,Excellent,4250.0,220.5,"Brown, Neutral","Shearling, Leather",Neutral,Microfiber,"['Mirror', 'Dust bag']"
Louis Vuitton Eva Crossbody Monogram Canvas,Louis Vuitton,1180.0,Very Good,,75.0,Brown,Canvas (Coated),Brown,Fabric,"['Box', 'Detachable Strap']"
Prada Cahier Crossbody Bag Studded Patent with Saffiano Leather Small,Prada,1630.0,Very Good,2850.0,144.0,Metallic,"Leather, Patent Leather",Black,Leather,"['No Accessories', 'Detachable Strap']"
Louis Vuitton Speedy Handbag Epi Leather 25,Louis Vuitton,655.0,Great,1250.0,528.0,Red,Leather,Red,Raw Leather,"['Keys missing', 'Lock missing']"
Chanel Trendy CC Bowling Bag Calfskin Small,Chanel,3345.0,Excellent,4600.0,263.25,Black,Leather,Black,Leather,['Authenticity card']
Gucci Logo Portfolio Clutch Printed Leather Large,Gucci,515.0,Good,1200.0,142.5,Neutral,Leather,Neutral,Suede,['Dust bag']
Chanel CC Chain Shopping Tote Quilted Glazed Calfskin Medium,Chanel,3025.0,Excellent,4100.0,702.0,Black,Leather,Red,Fabric,['Authenticity card']
Chanel Round Clutch with Chain Printed Lambskin Mini,Chanel,1815.0,Excellent,,50.0,"Black, White, Multicolor",Leather,Black,Fabric,"['Dust bag', 'Authenticity card']"
Hermes Galop Tote Leather,Hermes,1105.0,Great,,780.0,"Blue, Green",Leather,Green,Leather,['No accessories']
Chanel,Chanel,1505.0,Great,3900.0,1336.5,Black,"Leather, Wool",Black,Nylon,['No accessories']
Celine Luggage Bag Grainy Leather Nano,Celine,1940.0,Good,2700.0,256.0,Gray,Grainy Leather,Gray,Suede,['Detachable Strap']
Chanel Vintage Classic Double Flap Bag Quilted Caviar Small,Chanel,6305.0,Very Good,,123.75,Black,Leather,Black,Leather,['Dust bag']
Chanel Classic Single Flap Bag Quilted Lambskin Mini,Chanel,4390.0,Great,,110.0,Blue,Leather,Blue,Leather,"['Box', 'Dust bag', 'Authenticity card']"
Prada Double Zip Lux Tote Vernice Saffiano Leather Small,Prada,1015.0,Fair,2200.0,440.0,White,Leather,Black,Leather,"['Clochette', 'Dust bag', 'Detachable Strap']"
Chanel Classic Single Flap Bag Quilted Jersey Mini,Chanel,3240.0,Excellent,,100.0,Blue,Jersey,Black,Leather,"['Authenticity card', 'Box', 'Dust bag']"
Louis Vuitton Saintonge Handbag Monogram Empreinte Leather,Louis Vuitton,2850.0,Excellent,,162.0,Black,Leather,Black,Fabric,['No accessories']
Louis Vuitton Neverfull NM Tote Limited Edition Jungle Monogram Giant MM,Louis Vuitton,3990.0,Very Good,,1001.0,"Black, Brown, Print",Canvas Coated,Brown,Fabric,['Pochette']
Louis Vuitton Chain Louise Clutch Leather MM,Louis Vuitton,1790.0,Very Good,2660.0,48.0,Red,Leather,Red,Microfiber,['No accessories']
Louis Vuitton Petite Boite Chapeau Bag Monogram Canvas,Louis Vuitton,5230.0,Great,,126.75,Brown,Canvas (Coated),"Neutral, Print",Leather,"['Luggage Tag', 'Detachable Strap']"
Chanel Clams Pocket Flap Bag Quilted Metallic Calfskin Small,Chanel,3050.0,Great,,120.0,Metallic,Leather,Neutral,Satin,['No accessories']
Chanel Classic Double Flap Bag Quilted Caviar Medium,Chanel,7485.0,Great,,180.0,Brown,Leather,Brown,Leather,['Dust bag']
Christian Dior Book Tote Oblique Canvas Small,Christian Dior,3145.0,Very Good,,1036.75,"Neutral, Red",Canvas Plain,"Neutral, Red",Canvas Plain,['Dust bag']
Saint Laurent Classic Monogram Tassel Crossbody Bag Crocodile Embossed Leather Medium,Saint Laurent,2610.0,Very Good,,85.5,Neutral,Leather,Black,Fabric,['No accessories']
Saint Laurent Sunset Crossbody Bag Crocodile Embossed Leather Medium,Saint Laurent,2195.0,Good,2350.0,153.0,Gray,Leather,Gray,Suede,['Clochette']
Christian Dior Vintage Lady Dior Bag Cannage Quilt Denim Medium,Christian Dior,1750.0,Good,2500.0,320.0,Blue,Denim,Blue,Fabric,['Detachable Strap missing']
Chanel Vintage Classic Single Flap Bag Vertical Quilt Lambskin Jumbo,Chanel,5370.0,Very Good,,324.0,Black,Leather,Red,Leather,['No accessories']
Chanel Vintage Envelope Flap Messenger Bag Chevron Lambskin Mini,Chanel,2785.0,Good,,68.25,Blue,Leather,Blue,Leather,['No accessories']
Louis Vuitton Belem Handbag Damier MM,Louis Vuitton,935.0,Very Good,1560.0,450.0,Brown,Canvas (Coated),Red,Fabric,['Dust bag']
Chanel Timeless CC Expandable Tote Quilted Caviar Medium,Chanel,2535.0,Very Good,2700.0,495.0,Red,Leather,Neutral,Fabric,"['Dust bag', 'Authenticity card']"
Saint Laurent LouLou Shoulder Bag Matelasse Chevron Leather Toy,Saint Laurent,1430.0,Excellent,,123.75,Red,Leather,Black,Fabric,"['Box', 'Dust bag', 'Detachable Strap']"
Louis Vuitton Montaigne Handbag Monogram Empreinte Leather MM,Louis Vuitton,3910.0,Excellent,,594.0,Neutral,Leather,Neutral,"Fabric, Leather","['Clochette', 'Keys', 'Lock', 'Poignet', 'Dust bag', 'Detachable Strap']"
Gucci RE(BELLE) Shoulder Bag Leather Small,Gucci,1480.0,Excellent,1980.0,231.0,Black,Leather,Neutral,Microfiber,['Detachable Strap']
Chanel Travel Line Tote Nylon Medium,Chanel,630.0,Good,,850.5,Pink,Nylon,White,Nylon,['No accessories']
Louis Vuitton Pochette Accessoires Damier Mini,,,,,,,,,,[]
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,4565.0,Good,5800.0,123.75,Black,Leather,Red,Leather,['No accessories']
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Medium,Chanel,5390.0,Great,6500.0,165.0,Black,Leather,Red,Leather,['No accessories']
Gucci Pearly GG Marmont Tote Matelasse Denim Small,Gucci,1570.0,Great,2200.0,440.0,Blue,Denim,Print,Satin,"['Dust bag', 'Detachable Strap']"
Louis Vuitton Pallas Tote Monogram Canvas,Louis Vuitton,2295.0,Great,2760.0,700.0,Brown,Canvas (Coated),Black,Microfiber,"['Dust bag', 'Detachable Strap']"
Hermes Candy Birkin Handbag Epsom 30,Hermes,14835.0,Great,,621.0,Blue,Leather,Blue,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']"
Chanel Vintage CC Charm Tote Quilted Lambskin Medium,Chanel,1740.0,Very Good,2650.0,308.0,Blue,Leather,Blue,Leather,['No accessories']
Chanel North South Boy Flap Bag Quilted Metallic Calfskin Small,Chanel,4090.0,Great,,97.5,"Metallic, Silver",Leather,Silver,Fabric,['No accessories']
Hermes Birkin Handbag Plomb Togo with Palladium Hardware 35,Hermes,13760.0,Very Good,,1012.5,Gray,Leather,Black,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']"
Celine Luggage Bag Grainy Leather,Celine,1350.0,Very Good,,1008.0,Red,Grainy Leather,Red,Suede,['Dust bag']
Gucci Ophidia Zip Pouch GG Velvet Large,Gucci,875.0,Excellent,1150.0,48.0,Red,Velvet,Neutral,Fabric,"['Box', 'Dust bag', 'Detachable Strap']"
Gucci Swing Tote Leather Small,Gucci,600.0,Great,1100.0,598.5,Neutral,Leather,Neutral,Fabric,"['Luggage Tag', 'Dust bag']"
Chanel Biarritz Tote Quilted Coated Canvas Small,Chanel,855.0,Great,1295.0,440.0,Black,Canvas (Coated),Black,Nylon,"['Authenticity card', 'Charms']"
Chanel Vintage Clutch with Chain Quilted Leather Medium,Chanel,2350.0,Good,3100.0,49.5,Black,Leather,Red,Leather,['No accessories']
Saint Laurent Sac de Jour Bag Leather Nano,Saint Laurent,1300.0,Very Good,1990.0,238.0,Pink,Leather,Pink,Suede,"['Clochette', 'Keys missing', 'Lock', 'Dust bag', 'Detachable Strap']"
Gucci Ophidia Dome Top Handle Bag Suede Medium,Gucci,1600.0,Very Good,2400.0,779.625,Black,Suede,Neutral,Microfiber,"['Dust bag', 'Detachable Strap']"
Hermes White Bus Bag Leather 39,,,,,,,,,,[]
Gucci Convertible Soft Open Tote GG Coated Canvas Tall,Gucci,950.0,Great,1290.0,609.0,Black,Canvas (Coated),Blue,Fabric,['Detachable Strap']
Saint Laurent Classic Monogram Chain Wallet Mixed Matelasse Leather Medium,Saint Laurent,1645.0,Good,2020.0,45.0,Pink,Leather,"Black, Pink",Leather,['Detachable Strap']
Louis Vuitton Noe Handbag Epi Leather Large,Louis Vuitton,430.0,Fair,1680.0,1063.125,Blue,Leather,Blue,Microfiber,['No accessories']
Chanel CC Lock Shopping Tote Caviar Small,Chanel,2850.0,Good,3700.0,488.75,Neutral,Leather,Neutral,Fabric,"['Authenticity card', 'Detachable Strap']"
Chanel Double Compartment Grand Shopping Tote Quilted Patent Vinyl,Chanel,1290.0,Fair,2900.0,1200.0,Black,Patent Vinyl,Gray,Satin,['No accessories']
Louis Vuitton A4 Pouch Monogram Taurillon Leather,Louis Vuitton,1135.0,Very Good,1340.0,140.0,White,Leather,Neutral,Fabric,['No accessories']
Louis Vuitton Capucines Bag Leather BB,Louis Vuitton,2635.0,Very Good,4850.0,257.25,Pink,Leather,Red,Leather,['No accessories']
Louis Vuitton Palm Springs Backpack Monogram Canvas Mini,Louis Vuitton,2275.0,Great,,189.0,Brown,Canvas (Coated),Black,Fabric,"['Box', 'Detachable Strap']"
Gucci Pearly GG Marmont Flap Belt Bag Matelasse Leather,Gucci,1500.0,Great,1890.0,76.5,Black,"Leather, Pearl",Neutral,Microfiber,['No accessories']
Gucci Logo Tote Rubber Large,Gucci,600.0,Great,980.0,1852.5,Pink,Rubber,Pink,Rubber,['Dust bag']
Salvatore Ferragamo Vintage Gancini Chain Shoulder Bag Leather Medium,,,,,,,,,,[]
Gucci Flap Messenger Bag GG Coated Canvas with Leather Large,Gucci,655.0,Very Good,1250.0,168.0,Gray,"Canvas Coated, Leather",Neutral,Fabric,['Dust bag']
Louis Vuitton Neverfull NM Tote Limited Edition Escale Monogram Giant MM,Louis Vuitton,2830.0,Excellent,,825.0,Multicolor,Canvas Coated,Red,Fabric,"['Pochette', 'Dust bag', 'Box']"
Gucci Dionysus Bucket Bag Suede Medium,Gucci,1295.0,Excellent,2300.0,242.25,Red,Suede,Blue,Satin,['No accessories']
Louis Vuitton Flore Handbag Leather MM,Louis Vuitton,1915.0,Great,4000.0,585.0,Brown,Leather,Brown,Suede,"['Poignet missing', 'Detachable Strap']"
Prada Bow Convertible Satchel Leather Medium,Prada,565.0,Very Good,,624.0,Neutral,Leather,Neutral,Fabric,"['Lock', 'Keys', 'Clochette', 'Detachable Strap']"
Louis Vuitton Speedy Handbag Monogram Canvas 40,Louis Vuitton,1055.0,Great,1200.0,1302.0,Brown,Canvas (Coated),Brown,Fabric,"['Keys missing', 'Lock missing', 'Luggage Tag', 'Poignet']"
Saint Laurent Classic Monogram Tassel Crossbody Bag Crocodile Embossed Leather Medium,Saint Laurent,1870.0,Excellent,2490.0,88.0,Green,Leather,Black,"Fabric, Leather",['No accessories']
Celine Luggage Bag Grainy Leather Nano,,,,,,,,,,[]
Gucci Bee Web Zip Messenger Bag Caleido Print GG Coated Canvas Large,Gucci,785.0,Great,1250.0,280.0,Brown,Canvas (Coated),Black,Microfiber,['Detachable Strap']
Prada Convertible Tote Glace Calf Small,,,,,,,,,,[]
Gucci GG Marmont Flap Bag Embroidered Matelasse Velvet Small,Gucci,1285.0,Good,2590.0,150.0,Blue,Velvet,Pink,Satin,['No accessories']
Chanel Deauville Pouch Raffia Large,Chanel,835.0,Excellent,965.0,64.125,Pink,Raffia,Gray,Fabric,"['Authenticity card', 'Dust bag']"
Prada Buckle Messenger Bag Tessuto Small,Prada,340.0,Very Good,765.0,228.0,Black,Fabric,Black,Fabric,['No accessories']
Chanel Boy Lock Flap Briefcase Quilted Caviar Large,Chanel,2530.0,Good,5500.0,768.0,Black,Leather,Red,Leather,"['Authenticity card', 'Detachable Strap missing']"
Chanel Camera Case Bag Quilted Glazed Calfskin Small,Chanel,2415.0,Very Good,3300.0,294.0,Black,Leather,Black,Fabric,['Authenticity card']
Prada Double Zip Camera Bag Vitello Daino,Prada,1105.0,Very Good,1220.0,199.5,Neutral,Leather,Black,Fabric,"['Extra Strap missing', 'Dust bag', 'Detachable Strap']"
Gucci Soho Disco Crossbody Bag Leather Small,Gucci,1420.0,Great,,144.0,Black,Leather,Neutral,Fabric,['No accessories']
Chanel Ultra Pocket Shopping Tote Quilted Calfskin Large,Chanel,5315.0,Excellent,,770.0,Gray,Leather,Gray,Fabric,"['Dust bag', 'Authenticity card']"
Gucci GG Marmont Flap Bag Diagonal Quilted Leather Small,Gucci,2210.0,Excellent,2350.0,150.0,Brown,Leather,Neutral,"Microfiber, Leather",['No accessories']
Fendi Baguette NM Bag Zucca Embossed Velvet Mini,Fendi,2365.0,Excellent,,42.0,Purple,Velvet,Gray,Fabric,"['Box', 'Dust bag', 'Detachable Strap']"
Chanel In The Business Tote Quilted Lambskin Large,,,,,,,,,,[]
Chloe Tess Bag Leather Small,Chloe,1450.0,Great,1850.0,170.625,Gray,Leather,Neutral,Fabric,"['Extra Strap', 'Detachable Strap']"
Prada Chain Crossbody Bag Tessuto and Saffiano Leather Small,Prada,695.0,Great,1100.0,90.0,Blue,"Leather, Nylon",Blue,Fabric,['Detachable Strap']
Saint Laurent Sac de Jour Bag Leather Nano,Saint Laurent,1400.0,Good,1990.0,238.0,Neutral,Leather,Black,Fabric,"['Clochette', 'Keys missing', 'Lock', 'Detachable Strap']"
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,4960.0,Very Good,5800.0,148.5,Black,Leather,Red,Leather,['No accessories']
Chanel Just Mademoiselle Bag Quilted Caviar Medium,Chanel,1615.0,Great,2700.0,507.0,Neutral,Leather,Red,Fabric,['Authenticity card']
Louis Vuitton Pegase Luggage Monogram Canvas 45,Louis Vuitton,1910.0,Very Good,2940.0,1428.0,Brown,Canvas Coated,Brown,Fabric,"['Keys missing', 'Lock missing', 'Luggage Tag missing']"
Hermes Long Strap Evelyne Bag Epsom TPM,Hermes,2300.0,Good,,98.0,White,Leather,White,Raw Leather,['Dust bag']
Louis Vuitton Pallas Tote Monogram Canvas,Louis Vuitton,1995.0,Good,2760.0,700.0,"Brown, Neutral",Canvas (Coated),Neutral,Microfiber,"['Dust bag', 'Detachable Strap']"
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant MM,Louis Vuitton,4275.0,Excellent,,810.0,Brown,Canvas Coated,Red,Fabric,['No Accessories']
Chanel CC Mania Flap Bag Lambskin Small,Chanel,2730.0,Very Good,3500.0,105.0,Black,Leather,Blue,Fabric,['Authenticity card']
Chanel Boy Flap Bag Cube Embossed Lambskin Old Medium,,,,,,,,,,[]
Prada Canapa Convertible Tote Canvas Large,Prada,550.0,Good,950.0,1134.0,Green,Canvas (Plain),Green,Canvas Interior,['Detachable Strap']
Celine Tricolor Luggage Bag Leather Micro,,,,,,,,,,[]
Hermes Kelly Danse Pochette Box Calf,Hermes,2510.0,Very Good,,44.0,"Gray, Neutral",Leather,Neutral,Leather,['Dust bag']
